PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
99,-0.369364841,1.355573538,0.3309716091,-0.4745451962,0.7676298786,-0.1853238482,-2.142828256
100,-0.369364841,-0.7376951318,0.3309716091,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
101,0.8273772439,1.355573538,-0.1307544954,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
102,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
103,-1.566106926,-0.7376951318,-0.6694349505,-0.4745451962,0.7676298786,0.9077379824,-2.142828256
104,0.8273772439,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4741720437,-2.142828256
105,0.8273772439,-0.7376951318,0.5618346613,1.340131928,-0.4736736093,-0.4888542576,-2.142828256
106,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
107,0.8273772439,1.355573538,-0.6694349505,-0.4745451962,-0.4736736093,-0.4943912966,-2.142828256
108,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4918744607,-2.142828256
109,0.8273772439,-0.7376951318,0.638789012,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
110,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.162168958,1.745684933
111,-1.566106926,-0.7376951318,1.331378169,-0.4745451962,-0.4736736093,0.3985820802,-2.142828256
112,0.8273772439,1.355573538,-1.16963823,0.4327933657,-0.4736736093,-0.357390858,-0.1985716612
113,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
114,0.8273772439,1.355573538,-0.7463893013,0.4327933657,-0.4736736093,-0.4505983519,-2.142828256
115,0.8273772439,1.355573538,-0.9772523535,-0.4745451962,-0.4736736093,-0.3573083058,-0.1985716612
116,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4888542576,-2.142828256
117,0.8273772439,-0.7376951318,3.139805411,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
118,-0.369364841,-0.7376951318,-0.05380014462,0.4327933657,-0.4736736093,-0.2255932226,-2.142828256
119,-1.566106926,-0.7376951318,-0.4385718983,-0.4745451962,0.7676298786,4.335332227,-0.1985716612
120,0.8273772439,1.355573538,-2.131567615,3.154809051,2.008933366,-0.01870931178,-2.142828256
121,-0.369364841,-0.7376951318,-0.6694349505,1.340131928,-0.4736736093,0.8314778547,-2.142828256
122,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
123,-0.369364841,-0.7376951318,0.215540083,0.4327933657,-0.4736736093,-0.04295550209,-0.1985716612
124,-0.369364841,1.355573538,0.215540083,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
125,-1.566106926,-0.7376951318,1.870058624,-0.4745451962,0.7676298786,0.9077379824,-2.142828256
126,0.8273772439,-0.7376951318,-1.362024107,0.4327933657,-0.4736736093,-0.4220735406,-0.1985716612
127,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
128,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.5046257581,-2.142828256
129,0.8273772439,1.355573538,0,0.4327933657,0.7676298786,-0.198244277,-0.1985716612
130,0.8273772439,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.5079822104,-2.142828256
131,0.8273772439,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
132,0.8273772439,-0.7376951318,-0.7463893013,-0.4745451962,-0.4736736093,-0.5064721089,-2.142828256
133,0.8273772439,1.355573538,1.331378169,0.4327933657,-0.4736736093,-0.3564686893,-2.142828256
134,-0.369364841,1.355573538,-0.05380014462,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
135,-0.369364841,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
136,-0.369364841,-0.7376951318,-0.5155262491,-0.4745451962,-0.4736736093,-0.3454791771,-0.1985716612
137,-1.566106926,1.355573538,-0.823343652,-0.4745451962,2.008933366,-0.1192156298,-2.142828256
138,-1.566106926,-0.7376951318,0.5618346613,0.4327933657,-0.4736736093,0.4207302361,-2.142828256
139,0.8273772439,-0.7376951318,-1.054206704,-0.4745451962,-0.4736736093,-0.4628462821,-2.142828256
140,-1.566106926,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,0.9462455716,-0.1985716612
141,0.8273772439,1.355573538,0,-0.4745451962,2.008933366,-0.3414522396,-0.1985716612
142,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
143,0.8273772439,1.355573538,-0.4385718983,0.4327933657,-0.4736736093,-0.3292868616,-2.142828256
144,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.512512515,1.745684933
145,-0.369364841,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.4168727509,-2.142828256
146,-0.369364841,-0.7376951318,-0.823343652,0.4327933657,0.7676298786,0.09152810057,-2.142828256
147,0.8273772439,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.4914556592,-2.142828256
148,0.8273772439,1.355573538,-1.592887159,1.340131928,2.008933366,0.0437082185,-2.142828256
149,-0.369364841,-0.7376951318,0.5233574859,-0.4745451962,2.008933366,-0.1249197867,-2.142828256
150,-0.369364841,-0.7376951318,0.946606415,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
151,-0.369364841,-0.7376951318,1.639195572,-0.4745451962,-0.4736736093,-0.3962346965,-2.142828256
152,-1.566106926,1.355573538,-0.5924805998,0.4327933657,-0.4736736093,0.6925485131,-2.142828256
153,0.8273772439,-0.7376951318,1.98549015,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
154,0.8273772439,-0.7376951318,0.8311748889,-0.4745451962,2.008933366,-0.3564686893,-2.142828256
155,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5011867535,-2.142828256
156,-1.566106926,-0.7376951318,1.639195572,-0.4745451962,0.7676298786,0.5874293382,-0.1985716612
157,0.8273772439,1.355573538,-1.054206704,-0.4745451962,-0.4736736093,-0.4927140771,1.745684933
158,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
159,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4740049258,-2.142828256
160,0.8273772439,-0.7376951318,0,6.784163299,2.008933366,0.7519458403,-2.142828256
161,0.8273772439,-0.7376951318,1.100515116,-0.4745451962,0.7676298786,-0.3242531898,-2.142828256
162,-0.369364841,1.355573538,0.7926977135,-0.4745451962,-0.4736736093,-0.3313003304,-2.142828256
163,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,-0.4918744607,-2.142828256
164,0.8273772439,-0.7376951318,-0.9772523535,-0.4745451962,-0.4736736093,-0.4740049258,-2.142828256
165,0.8273772439,-0.7376951318,-2.208521965,3.154809051,0.7676298786,0.1506737442,-2.142828256
166,0.8273772439,-0.7376951318,-1.592887159,-0.4745451962,2.008933366,-0.235157199,-2.142828256
167,-1.566106926,1.355573538,0,-0.4745451962,0.7676298786,0.4589861417,-2.142828256
168,0.8273772439,1.355573538,1.177469467,0.4327933657,4.491540342,-0.08666388103,-2.142828256
169,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.1264298882,-2.142828256
170,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,0.4891036068,-2.142828256
171,-1.566106926,-0.7376951318,2.408739079,-0.4745451962,-0.4736736093,0.02609036721,-2.142828256
172,0.8273772439,-0.7376951318,-1.977658913,3.154809051,0.7676298786,-0.06199888923,1.745684933
173,0.8273772439,1.355573538,-2.208521965,0.4327933657,0.7676298786,-0.4242561407,-2.142828256
174,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4888542576,-2.142828256
175,-1.566106926,-0.7376951318,2.023967325,-0.4745451962,-0.4736736093,-0.0303713226,-0.1985716612
176,0.8273772439,-0.7376951318,-0.9002980028,0.4327933657,0.7676298786,-0.4902797934,-2.142828256
177,0.8273772439,-0.7376951318,0,2.24747049,0.7676298786,-0.1356576154,-2.142828256
178,-1.566106926,1.355573538,1.562241221,-0.4745451962,-0.4736736093,-0.07030444769,-0.1985716612
179,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
180,0.8273772439,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.6484216535,-2.142828256
181,0.8273772439,1.355573538,0,6.784163299,2.008933366,0.7519458403,-2.142828256
182,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.3453946114,-0.1985716612
183,0.8273772439,-0.7376951318,-1.592887159,3.154809051,2.008933366,-0.01644415947,-2.142828256
184,-0.369364841,-0.7376951318,-2.208521965,1.340131928,0.7676298786,0.1368311467,-2.142828256
185,0.8273772439,1.355573538,-1.977658913,-0.4745451962,2.008933366,-0.2049551683,-2.142828256
186,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,0.3583127058,-2.142828256
187,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3363340021,1.745684933
188,-1.566106926,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.1138457087,-2.142828256
189,0.8273772439,-0.7376951318,0.7926977135,0.4327933657,0.7676298786,-0.3363340021,1.745684933
190,0.8273772439,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
191,-0.369364841,1.355573538,0.1770629076,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
192,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
193,0.8273772439,1.355573538,-0.823343652,0.4327933657,-0.4736736093,-0.4902797934,-2.142828256
194,-0.369364841,-0.7376951318,-2.054613264,0.4327933657,0.7676298786,-0.1249197867,-2.142828256
195,-1.566106926,1.355573538,1.100515116,-0.4745451962,-0.4736736093,-0.09027201698,-0.1985716612
196,-1.566106926,1.355573538,2.177876027,-0.4745451962,-0.4736736093,2.301728821,-0.1985716612
197,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
198,0.8273772439,-0.7376951318,0.946606415,-0.4745451962,0.7676298786,-0.4792057155,-2.142828256
199,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
200,-0.369364841,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
201,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4571421253,-2.142828256
202,0.8273772439,-0.7376951318,0,6.784163299,2.008933366,0.7519458403,-2.142828256
203,0.8273772439,-0.7376951318,0.3309716091,-0.4745451962,-0.4736736093,-0.5176307525,-2.142828256
204,0.8273772439,-0.7376951318,1.215946643,-0.4745451962,-0.4736736093,-0.5029485386,-0.1985716612
205,0.8273772439,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
206,0.8273772439,1.355573538,-2.131567615,-0.4745451962,0.7676298786,-0.4377624888,-2.142828256
207,0.8273772439,-0.7376951318,0.1770629076,0.4327933657,-0.4736736093,-0.3292868616,-2.142828256
208,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,-0.270141218,-0.1985716612
209,0.8273772439,1.355573538,-1.054206704,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
210,-1.566106926,-0.7376951318,0.7926977135,-0.4745451962,-0.4736736093,-0.02424635075,-0.1985716612
211,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.5064721089,-2.142828256
212,-0.369364841,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,-0.2255932226,-2.142828256
213,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5024451714,-2.142828256
214,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
215,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.4923778278,1.745684933
216,-1.566106926,1.355573538,0.1001085569,0.4327933657,-0.4736736093,1.632335038,-0.1985716612
217,0.8273772439,1.355573538,-0.2077088461,-0.4745451962,-0.4736736093,-0.4888542576,-2.142828256
218,-0.369364841,-0.7376951318,0.946606415,0.4327933657,-0.4736736093,-0.1047850995,-2.142828256
219,-1.566106926,1.355573538,0.1770629076,-0.4745451962,-0.4736736093,0.8876878609,-0.1985716612
220,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4370074381,-2.142828256
221,0.8273772439,-0.7376951318,-1.054206704,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
222,-0.369364841,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
223,0.8273772439,-0.7376951318,1.639195572,-0.4745451962,-0.4736736093,-0.4863374217,-2.142828256
224,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-2.142828256
225,-1.566106926,-0.7376951318,0.638789012,0.4327933657,-0.4736736093,1.163700193,-2.142828256
226,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4601623283,-2.142828256
227,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4370074381,-2.142828256
228,0.8273772439,-0.7376951318,-0.7079121259,-0.4745451962,-0.4736736093,-0.5024451714,-2.142828256
229,-0.369364841,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.3866707201,-2.142828256
230,0.8273772439,1.355573538,0,2.24747049,0.7676298786,-0.1356576154,-2.142828256
231,-1.566106926,1.355573538,0.4079259598,0.4327933657,-0.4736736093,1.032321359,-2.142828256
232,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4918744607,-2.142828256
233,-0.369364841,-0.7376951318,2.254830378,-0.4745451962,-0.4736736093,-0.3766033765,-2.142828256
234,0.8273772439,1.355573538,-1.900704562,3.154809051,2.008933366,-0.01644415947,-2.142828256
235,-0.369364841,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4370074381,-2.142828256
236,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4964047653,-2.142828256
237,-0.369364841,-0.7376951318,1.100515116,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
238,-0.369364841,1.355573538,-1.66984151,-0.4745451962,2.008933366,-0.1198861149,-2.142828256
239,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4370074381,-2.142828256
240,-0.369364841,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4012683683,-2.142828256
241,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.357390858,-0.1985716612
242,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3363340021,1.745684933
243,-0.369364841,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4370074381,-2.142828256
244,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5049620073,-2.142828256
245,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.5029485386,-0.1985716612
246,-1.566106926,-0.7376951318,1.100515116,1.340131928,-0.4736736093,1.163700193,1.745684933
247,0.8273772439,1.355573538,-0.3616175476,-0.4745451962,-0.4736736093,-0.4918744607,-2.142828256
248,-0.369364841,1.355573538,-0.4385718983,-0.4745451962,2.008933366,-0.3564686893,-2.142828256
249,-1.566106926,-0.7376951318,0.5618346613,0.4327933657,0.7676298786,0.4097407238,-2.142828256
250,-0.369364841,-0.7376951318,1.870058624,0.4327933657,-0.4736736093,-0.1249197867,-2.142828256
251,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5024451714,-2.142828256
252,0.8273772439,1.355573538,-0.05380014462,0.4327933657,0.7676298786,-0.4377624888,-2.142828256
253,-1.566106926,-0.7376951318,2.48569343,-0.4745451962,-0.4736736093,-0.1138457087,-2.142828256
254,0.8273772439,-0.7376951318,0.02315420612,0.4327933657,-0.4736736093,-0.3242531898,-2.142828256
255,0.8273772439,1.355573538,0.8696520643,-0.4745451962,2.008933366,-0.2414492888,-2.142828256
256,0.8273772439,1.355573538,-0.05380014462,-0.4745451962,2.008933366,-0.3414522396,-0.1985716612
257,-1.566106926,1.355573538,0,-0.4745451962,-0.4736736093,0.9462455716,-0.1985716612
258,-1.566106926,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,1.093228788,-2.142828256
259,-1.566106926,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,9.667166525,-0.1985716612
260,-0.369364841,1.355573538,1.562241221,-0.4745451962,0.7676298786,-0.1249197867,-2.142828256
261,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
262,0.8273772439,-0.7376951318,-2.054613264,3.154809051,2.008933366,-0.01644415947,-2.142828256
263,-1.566106926,-0.7376951318,1.716149922,0.4327933657,0.7676298786,0.9553061809,-2.142828256
264,-1.566106926,-0.7376951318,0.7926977135,-0.4745451962,-0.4736736093,-0.6484216535,-2.142828256
265,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,1.745684933
