PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
21,-0.369364841,-0.7376951318,0.4079259598,-0.4745451962,-0.4736736093,-0.1249197867,-0.1985716612
22,-0.369364841,-0.7376951318,0.3309716091,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
23,0.8273772439,1.355573538,-1.131161055,-0.4745451962,-0.4736736093,-0.4867562232,-2.142828256
24,-1.566106926,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,0.06635974158,-0.1985716612
25,0.8273772439,1.355573538,-1.66984151,2.24747049,0.7676298786,-0.2240831211,-0.1985716612
26,0.8273772439,1.355573538,0.638789012,0.4327933657,5.73284383,-0.01644415947,-0.1985716612
27,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5029485386,1.745684933
28,-1.566106926,-0.7376951318,-0.823343652,2.24747049,2.008933366,4.647001077,-0.1985716612
29,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4897764263,-2.142828256
30,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
31,-1.566106926,-0.7376951318,0.7926977135,-0.4745451962,-0.4736736093,-0.09027201698,1.745684933
32,-1.566106926,1.355573538,0,0.4327933657,-0.4736736093,2.301728821,1.745684933
33,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
34,-0.369364841,-0.7376951318,2.793510833,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
35,-1.566106926,-0.7376951318,-0.1307544954,0.4327933657,-0.4736736093,1.0060617,1.745684933
36,-1.566106926,-0.7376951318,0.946606415,0.4327933657,-0.4736736093,0.3985820802,-0.1985716612
37,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
38,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
39,0.8273772439,1.355573538,-0.9002980028,1.340131928,-0.4736736093,-0.2859972842,-0.1985716612
40,0.8273772439,1.355573538,-1.208115406,0.4327933657,-0.4736736093,-0.4220735406,1.745684933
41,0.8273772439,1.355573538,0.7926977135,0.4327933657,-0.4736736093,-0.4576454924,-0.1985716612
42,-0.369364841,1.355573538,-0.2077088461,0.4327933657,-0.4736736093,-0.2255932226,-0.1985716612
43,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,1.745684933
44,-0.369364841,1.355573538,-2.054613264,0.4327933657,2.008933366,0.1887625319,1.745684933
45,0.8273772439,1.355573538,-0.823343652,-0.4745451962,-0.4736736093,-0.4897764263,-2.142828256
46,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
47,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.3363340021,-2.142828256
48,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
49,0.8273772439,-0.7376951318,0,1.340131928,-0.4736736093,-0.2119177431,1.745684933
50,0.8273772439,1.355573538,-0.9002980028,0.4327933657,-0.4736736093,-0.2900242216,-0.1985716612
51,0.8273772439,-0.7376951318,-1.746795861,3.154809051,0.7676298786,0.1506737442,-0.1985716612
52,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4913710935,-0.1985716612
53,-1.566106926,1.355573538,1.48528687,0.4327933657,-0.4736736093,0.8964967865,1.745684933
54,-0.369364841,1.355573538,-0.05380014462,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
55,-1.566106926,-0.7376951318,2.716556482,-0.4745451962,0.7676298786,0.5995101505,1.745684933
56,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,0.06635974158,-0.1985716612
57,-0.369364841,1.355573538,-0.6694349505,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
58,0.8273772439,-0.7376951318,-0.09227731999,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
59,-0.369364841,1.355573538,-1.900704562,0.4327933657,2.008933366,-0.08968408411,-0.1985716612
60,0.8273772439,-0.7376951318,-1.438978458,4.062147613,2.008933366,0.2958951755,-0.1985716612
61,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5028639729,1.745684933
62,-1.566106926,1.355573538,0.638789012,-0.4745451962,-0.4736736093,0.9623533214,-0.1985716612
63,-1.566106926,-0.7376951318,1.177469467,0.4327933657,-0.4736736093,1.032321359,-0.1985716612
64,0.8273772439,-0.7376951318,-1.977658913,2.24747049,2.008933366,-0.08666388103,-0.1985716612
65,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.09027201698,1.745684933
66,0.8273772439,-0.7376951318,0,0.4327933657,0.7676298786,-0.3414522396,1.745684933
67,-0.369364841,1.355573538,-0.05380014462,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
68,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4841568351,-0.1985716612
69,0.8273772439,1.355573538,-0.9772523535,3.154809051,2.008933366,-0.4888542576,-0.1985716612
70,0.8273772439,-0.7376951318,-0.2846631968,1.340131928,-0.4736736093,-0.4740049258,-0.1985716612
71,-0.369364841,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
72,0.8273772439,1.355573538,-1.054206704,4.062147613,2.008933366,0.2958951755,-0.1985716612
73,-0.369364841,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,0.8314778547,-0.1985716612
74,0.8273772439,-0.7376951318,-0.2846631968,0.4327933657,-0.4736736093,-0.357390858,1.745684933
75,0.8273772439,-0.7376951318,0.1770629076,-0.4745451962,-0.4736736093,0.4891036068,-0.1985716612
76,0.8273772439,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.4943912966,-0.1985716612
77,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
78,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
79,-0.369364841,-0.7376951318,-2.221604205,-0.4745451962,2.008933366,-0.06451572513,-0.1985716612
80,0.8273772439,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,-0.3972414309,-0.1985716612
81,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4672094689,-0.1985716612
82,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
83,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4916227771,-2.142828256
84,-1.566106926,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,0.2999221129,-0.1985716612
85,-0.369364841,1.355573538,-0.9772523535,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
86,0.8273772439,1.355573538,0.2540172583,2.24747049,-0.4736736093,-0.3292868616,-0.1985716612
87,0.8273772439,-0.7376951318,-1.054206704,0.4327933657,3.250236854,0.0437082185,-0.1985716612
88,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
89,-1.566106926,1.355573538,-0.5155262491,2.24747049,2.008933366,4.647001077,-0.1985716612
90,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
91,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
92,0.8273772439,-0.7376951318,-0.7463893013,-0.4745451962,-0.4736736093,-0.4902797934,-0.1985716612
93,-1.566106926,-0.7376951318,1.254423818,0.4327933657,-0.4736736093,0.5833178351,-0.1985716612
94,0.8273772439,-0.7376951318,-0.2846631968,0.4327933657,2.008933366,-0.2341504647,-0.1985716612
95,0.8273772439,-0.7376951318,2.254830378,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
96,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
97,-1.566106926,-0.7376951318,3.178282586,-0.4745451962,-0.4736736093,0.04932982316,1.745684933
98,-1.566106926,-0.7376951318,-0.5155262491,-0.4745451962,0.7676298786,0.6272778976,1.745684933
99,-0.369364841,1.355573538,0.3309716091,-0.4745451962,0.7676298786,-0.1853238482,-0.1985716612
100,-0.369364841,-0.7376951318,0.3309716091,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
101,0.8273772439,1.355573538,-0.1307544954,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
102,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
103,-1.566106926,-0.7376951318,-0.6694349505,-0.4745451962,0.7676298786,0.9077379824,-0.1985716612
104,0.8273772439,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4741720437,-0.1985716612
105,0.8273772439,-0.7376951318,0.5618346613,1.340131928,-0.4736736093,-0.4888542576,-0.1985716612
106,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
107,0.8273772439,1.355573538,-0.6694349505,-0.4745451962,-0.4736736093,-0.4943912966,-0.1985716612
108,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
109,0.8273772439,-0.7376951318,0.638789012,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
110,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.162168958,-2.142828256
111,-1.566106926,-0.7376951318,1.331378169,-0.4745451962,-0.4736736093,0.3985820802,-0.1985716612
112,0.8273772439,1.355573538,-1.16963823,0.4327933657,-0.4736736093,-0.357390858,1.745684933
113,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
114,0.8273772439,1.355573538,-0.7463893013,0.4327933657,-0.4736736093,-0.4505983519,-0.1985716612
115,0.8273772439,1.355573538,-0.9772523535,-0.4745451962,-0.4736736093,-0.3573083058,1.745684933
116,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
117,0.8273772439,-0.7376951318,3.139805411,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
118,-0.369364841,-0.7376951318,-0.05380014462,0.4327933657,-0.4736736093,-0.2255932226,-0.1985716612
119,-1.566106926,-0.7376951318,-0.4385718983,-0.4745451962,0.7676298786,4.335332227,1.745684933
120,0.8273772439,1.355573538,-2.131567615,3.154809051,2.008933366,-0.01870931178,-0.1985716612
121,-0.369364841,-0.7376951318,-0.6694349505,1.340131928,-0.4736736093,0.8314778547,-0.1985716612
122,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
123,-0.369364841,-0.7376951318,0.215540083,0.4327933657,-0.4736736093,-0.04295550209,1.745684933
124,-0.369364841,1.355573538,0.215540083,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
125,-1.566106926,-0.7376951318,1.870058624,-0.4745451962,0.7676298786,0.9077379824,-0.1985716612
126,0.8273772439,-0.7376951318,-1.362024107,0.4327933657,-0.4736736093,-0.4220735406,1.745684933
127,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
128,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.5046257581,-0.1985716612
129,0.8273772439,1.355573538,0,0.4327933657,0.7676298786,-0.198244277,1.745684933
130,0.8273772439,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.5079822104,-0.1985716612
131,0.8273772439,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4894421905,1.745684933
132,0.8273772439,-0.7376951318,-0.7463893013,-0.4745451962,-0.4736736093,-0.5064721089,-0.1985716612
133,0.8273772439,1.355573538,1.331378169,0.4327933657,-0.4736736093,-0.3564686893,-0.1985716612
134,-0.369364841,1.355573538,-0.05380014462,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
135,-0.369364841,-0.7376951318,-0.3616175476,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
136,-0.369364841,-0.7376951318,-0.5155262491,-0.4745451962,-0.4736736093,-0.3454791771,1.745684933
137,-1.566106926,1.355573538,-0.823343652,-0.4745451962,2.008933366,-0.1192156298,-0.1985716612
138,-1.566106926,-0.7376951318,0.5618346613,0.4327933657,-0.4736736093,0.4207302361,-0.1985716612
139,0.8273772439,-0.7376951318,-1.054206704,-0.4745451962,-0.4736736093,-0.4628462821,-0.1985716612
140,-1.566106926,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,0.9462455716,1.745684933
141,0.8273772439,1.355573538,0,-0.4745451962,2.008933366,-0.3414522396,1.745684933
142,0.8273772439,1.355573538,-0.5924805998,-0.4745451962,-0.4736736093,-0.4923778278,-0.1985716612
143,0.8273772439,1.355573538,-0.4385718983,0.4327933657,-0.4736736093,-0.3292868616,-0.1985716612
144,0.8273772439,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.512512515,-2.142828256
145,-0.369364841,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.4168727509,-0.1985716612
146,-0.369364841,-0.7376951318,-0.823343652,0.4327933657,0.7676298786,0.09152810057,-0.1985716612
147,0.8273772439,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.4914556592,-0.1985716612
148,0.8273772439,1.355573538,-1.592887159,1.340131928,2.008933366,0.0437082185,-0.1985716612
149,-0.369364841,-0.7376951318,0.5233574859,-0.4745451962,2.008933366,-0.1249197867,-0.1985716612
150,-0.369364841,-0.7376951318,0.946606415,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
151,-0.369364841,-0.7376951318,1.639195572,-0.4745451962,-0.4736736093,-0.3962346965,-0.1985716612
152,-1.566106926,1.355573538,-0.5924805998,0.4327933657,-0.4736736093,0.6925485131,-0.1985716612
153,0.8273772439,-0.7376951318,1.98549015,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
154,0.8273772439,-0.7376951318,0.8311748889,-0.4745451962,2.008933366,-0.3564686893,-0.1985716612
155,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5011867535,-0.1985716612
156,-1.566106926,-0.7376951318,1.639195572,-0.4745451962,0.7676298786,0.5874293382,1.745684933
157,0.8273772439,1.355573538,-1.054206704,-0.4745451962,-0.4736736093,-0.4927140771,-2.142828256
158,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
159,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
160,0.8273772439,-0.7376951318,0,6.784163299,2.008933366,0.7519458403,-0.1985716612
161,0.8273772439,-0.7376951318,1.100515116,-0.4745451962,0.7676298786,-0.3242531898,-0.1985716612
162,-0.369364841,1.355573538,0.7926977135,-0.4745451962,-0.4736736093,-0.3313003304,-0.1985716612
163,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
164,0.8273772439,-0.7376951318,-0.9772523535,-0.4745451962,-0.4736736093,-0.4740049258,-0.1985716612
165,0.8273772439,-0.7376951318,-2.208521965,3.154809051,0.7676298786,0.1506737442,-0.1985716612
166,0.8273772439,-0.7376951318,-1.592887159,-0.4745451962,2.008933366,-0.235157199,-0.1985716612
167,-1.566106926,1.355573538,0,-0.4745451962,0.7676298786,0.4589861417,-0.1985716612
168,0.8273772439,1.355573538,1.177469467,0.4327933657,4.491540342,-0.08666388103,-0.1985716612
169,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.1264298882,-0.1985716612
170,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,0.4891036068,-0.1985716612
171,-1.566106926,-0.7376951318,2.408739079,-0.4745451962,-0.4736736093,0.02609036721,-0.1985716612
172,0.8273772439,-0.7376951318,-1.977658913,3.154809051,0.7676298786,-0.06199888923,-2.142828256
173,0.8273772439,1.355573538,-2.208521965,0.4327933657,0.7676298786,-0.4242561407,-0.1985716612
174,0.8273772439,-0.7376951318,-0.6694349505,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
175,-1.566106926,-0.7376951318,2.023967325,-0.4745451962,-0.4736736093,-0.0303713226,1.745684933
176,0.8273772439,-0.7376951318,-0.9002980028,0.4327933657,0.7676298786,-0.4902797934,-0.1985716612
177,0.8273772439,-0.7376951318,0,2.24747049,0.7676298786,-0.1356576154,-0.1985716612
178,-1.566106926,1.355573538,1.562241221,-0.4745451962,-0.4736736093,-0.07030444769,1.745684933
179,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
180,0.8273772439,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.6484216535,-0.1985716612
181,0.8273772439,1.355573538,0,6.784163299,2.008933366,0.7519458403,-0.1985716612
182,-0.369364841,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.3453946114,1.745684933
183,0.8273772439,-0.7376951318,-1.592887159,3.154809051,2.008933366,-0.01644415947,-0.1985716612
184,-0.369364841,-0.7376951318,-2.208521965,1.340131928,0.7676298786,0.1368311467,-0.1985716612
185,0.8273772439,1.355573538,-1.977658913,-0.4745451962,2.008933366,-0.2049551683,-0.1985716612
186,-1.566106926,-0.7376951318,0,-0.4745451962,-0.4736736093,0.3583127058,-0.1985716612
187,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3363340021,-2.142828256
188,-1.566106926,-0.7376951318,1.177469467,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
189,0.8273772439,-0.7376951318,0.7926977135,0.4327933657,0.7676298786,-0.3363340021,-2.142828256
190,0.8273772439,-0.7376951318,0.4848803106,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
191,-0.369364841,1.355573538,0.1770629076,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
192,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
193,0.8273772439,1.355573538,-0.823343652,0.4327933657,-0.4736736093,-0.4902797934,-0.1985716612
194,-0.369364841,-0.7376951318,-2.054613264,0.4327933657,0.7676298786,-0.1249197867,-0.1985716612
195,-1.566106926,1.355573538,1.100515116,-0.4745451962,-0.4736736093,-0.09027201698,1.745684933
196,-1.566106926,1.355573538,2.177876027,-0.4745451962,-0.4736736093,2.301728821,1.745684933
197,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
198,0.8273772439,-0.7376951318,0.946606415,-0.4745451962,0.7676298786,-0.4792057155,-0.1985716612
199,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
200,-0.369364841,1.355573538,-0.4385718983,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
201,0.8273772439,-0.7376951318,-0.1307544954,-0.4745451962,-0.4736736093,-0.4571421253,-0.1985716612
202,0.8273772439,-0.7376951318,0,6.784163299,2.008933366,0.7519458403,-0.1985716612
203,0.8273772439,-0.7376951318,0.3309716091,-0.4745451962,-0.4736736093,-0.5176307525,-0.1985716612
204,0.8273772439,-0.7376951318,1.215946643,-0.4745451962,-0.4736736093,-0.5029485386,1.745684933
205,0.8273772439,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
206,0.8273772439,1.355573538,-2.131567615,-0.4745451962,0.7676298786,-0.4377624888,-0.1985716612
207,0.8273772439,-0.7376951318,0.1770629076,0.4327933657,-0.4736736093,-0.3292868616,-0.1985716612
208,0.8273772439,-0.7376951318,-0.2846631968,-0.4745451962,-0.4736736093,-0.270141218,1.745684933
209,0.8273772439,1.355573538,-1.054206704,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
210,-1.566106926,-0.7376951318,0.7926977135,-0.4745451962,-0.4736736093,-0.02424635075,1.745684933
211,0.8273772439,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.5064721089,-0.1985716612
212,-0.369364841,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,-0.2255932226,-0.1985716612
213,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
214,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
215,0.8273772439,-0.7376951318,0,0.4327933657,-0.4736736093,-0.4923778278,-2.142828256
216,-1.566106926,1.355573538,0.1001085569,0.4327933657,-0.4736736093,1.632335038,1.745684933
217,0.8273772439,1.355573538,-0.2077088461,-0.4745451962,-0.4736736093,-0.4888542576,-0.1985716612
218,-0.369364841,-0.7376951318,0.946606415,0.4327933657,-0.4736736093,-0.1047850995,-0.1985716612
219,-1.566106926,1.355573538,0.1770629076,-0.4745451962,-0.4736736093,0.8876878609,1.745684933
220,-0.369364841,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
221,0.8273772439,-0.7376951318,-1.054206704,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
222,-0.369364841,-0.7376951318,-0.2077088461,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
223,0.8273772439,-0.7376951318,1.639195572,-0.4745451962,-0.4736736093,-0.4863374217,-0.1985716612
224,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4894421905,-0.1985716612
225,-1.566106926,-0.7376951318,0.638789012,0.4327933657,-0.4736736093,1.163700193,-0.1985716612
226,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.4601623283,-0.1985716612
227,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
228,0.8273772439,-0.7376951318,-0.7079121259,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
229,-0.369364841,-0.7376951318,-0.9002980028,-0.4745451962,-0.4736736093,-0.3866707201,-0.1985716612
230,0.8273772439,1.355573538,0,2.24747049,0.7676298786,-0.1356576154,-0.1985716612
231,-1.566106926,1.355573538,0.4079259598,0.4327933657,-0.4736736093,1.032321359,-0.1985716612
232,0.8273772439,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
233,-0.369364841,-0.7376951318,2.254830378,-0.4745451962,-0.4736736093,-0.3766033765,-0.1985716612
234,0.8273772439,1.355573538,-1.900704562,3.154809051,2.008933366,-0.01644415947,-0.1985716612
235,-0.369364841,-0.7376951318,-0.4385718983,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
236,0.8273772439,1.355573538,0,-0.4745451962,-0.4736736093,-0.4964047653,-0.1985716612
237,-0.369364841,-0.7376951318,1.100515116,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
238,-0.369364841,1.355573538,-1.66984151,-0.4745451962,2.008933366,-0.1198861149,-0.1985716612
239,-0.369364841,-0.7376951318,-0.823343652,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
240,-0.369364841,-0.7376951318,0.2540172583,-0.4745451962,-0.4736736093,-0.4012683683,-0.1985716612
241,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.357390858,1.745684933
242,0.8273772439,1.355573538,0,0.4327933657,-0.4736736093,-0.3363340021,-2.142828256
243,-0.369364841,-0.7376951318,-0.05380014462,-0.4745451962,-0.4736736093,-0.4370074381,-0.1985716612
244,0.8273772439,-0.7376951318,-0.5924805998,-0.4745451962,-0.4736736093,-0.5049620073,-0.1985716612
245,0.8273772439,-0.7376951318,0.02315420612,-0.4745451962,-0.4736736093,-0.5029485386,1.745684933
246,-1.566106926,-0.7376951318,1.100515116,1.340131928,-0.4736736093,1.163700193,-2.142828256
247,0.8273772439,1.355573538,-0.3616175476,-0.4745451962,-0.4736736093,-0.4918744607,-0.1985716612
248,-0.369364841,1.355573538,-0.4385718983,-0.4745451962,2.008933366,-0.3564686893,-0.1985716612
249,-1.566106926,-0.7376951318,0.5618346613,0.4327933657,0.7676298786,0.4097407238,-0.1985716612
250,-0.369364841,-0.7376951318,1.870058624,0.4327933657,-0.4736736093,-0.1249197867,-0.1985716612
251,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.5024451714,-0.1985716612
252,0.8273772439,1.355573538,-0.05380014462,0.4327933657,0.7676298786,-0.4377624888,-0.1985716612
253,-1.566106926,-0.7376951318,2.48569343,-0.4745451962,-0.4736736093,-0.1138457087,-0.1985716612
254,0.8273772439,-0.7376951318,0.02315420612,0.4327933657,-0.4736736093,-0.3242531898,-0.1985716612
255,0.8273772439,1.355573538,0.8696520643,-0.4745451962,2.008933366,-0.2414492888,-0.1985716612
256,0.8273772439,1.355573538,-0.05380014462,-0.4745451962,2.008933366,-0.3414522396,1.745684933
257,-1.566106926,1.355573538,0,-0.4745451962,-0.4736736093,0.9462455716,1.745684933
258,-1.566106926,1.355573538,0.02315420612,-0.4745451962,-0.4736736093,1.093228788,-0.1985716612
259,-1.566106926,1.355573538,0.4079259598,-0.4745451962,-0.4736736093,9.667166525,1.745684933
260,-0.369364841,1.355573538,1.562241221,-0.4745451962,0.7676298786,-0.1249197867,-0.1985716612
261,0.8273772439,-0.7376951318,0,-0.4745451962,-0.4736736093,-0.4923778278,-2.142828256
262,0.8273772439,-0.7376951318,-2.054613264,3.154809051,2.008933366,-0.01644415947,-0.1985716612
263,-1.566106926,-0.7376951318,1.716149922,0.4327933657,0.7676298786,0.9553061809,-0.1985716612
